"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CTNNA3",0,1.59175394151082,0.506,0.243,0,"0","CTNNA3"
"SDK1",0,1.59563312461241,0.453,0.224,0,"0","SDK1"
"KIAA1217",0,1.60510201899544,0.416,0.199,0,"0","KIAA1217"
"DOCK3",0,1.60088198533189,0.405,0.198,0,"0","DOCK3"
"GALNTL6",0,1.54177168408342,0.401,0.196,0,"0","GALNTL6"
"DLGAP1",0,1.51513237740947,0.406,0.206,0,"0","DLGAP1"
"CALN1",0,1.55424720592872,0.407,0.208,0,"0","CALN1"
"NRG3",0,1.48984390638654,0.395,0.198,0,"0","NRG3"
"LARGE",0,1.51930403986207,0.391,0.195,0,"0","LARGE"
"WBSCR17",0,1.63747828723042,0.368,0.172,0,"0","WBSCR17"
"CNTN4",0,1.55430355953958,0.348,0.164,0,"0","CNTN4"
"CNTNAP5",0,1.51859191586073,0.357,0.179,0,"0","CNTNAP5"
"TRPM3",0,1.51275063701919,0.349,0.175,0,"0","TRPM3"
"ATP8A2",0,1.61831020411351,0.317,0.145,0,"0","ATP8A2"
"CASC15",0,1.56860917360946,0.339,0.169,0,"0","CASC15"
"TTC28",0,1.54517735148845,0.328,0.161,0,"0","TTC28"
"HPSE2",0,1.49055054662772,0.352,0.185,0,"0","HPSE2"
"SUGCT",0,1.51189937552504,0.336,0.17,0,"0","SUGCT"
"SGCD",0,1.45846692901857,0.347,0.181,0,"0","SGCD"
"KSR2",0,1.61831301546113,0.3,0.138,0,"0","KSR2"
"KAZN",0,1.5800092337413,0.308,0.147,0,"0","KAZN"
"PARD3",0,1.38813033555015,0.374,0.213,0,"0","PARD3"
"CSMD2",0,1.61949487488925,0.29,0.129,0,"0","CSMD2"
"CTC-340A15.2",0,1.56126270899508,0.312,0.153,0,"0","CTC-340A15.2"
"ATRNL1",0,1.54770315914481,0.298,0.141,0,"0","ATRNL1"
"CACNA1A",0,1.45191822103731,0.355,0.199,0,"0","CACNA1A"
"SORCS1",0,1.5007758713561,0.317,0.162,0,"0","SORCS1"
"RIMS2",0,1.56112379536865,0.297,0.143,0,"0","RIMS2"
"KIF26B",0,1.5153117619297,0.304,0.151,0,"0","KIF26B"
"PSD3",0,1.58305934233861,0.27,0.126,0,"0","PSD3"
"TENM3",0,1.57828817587319,0.266,0.124,0,"0","TENM3"
"ROR2",0,1.69321183700331,0.255,0.114,0,"0","ROR2"
"MAGI1",1.03753785626662e-321,1.50850069317083,0.307,0.159,2.08026340181457e-318,"0","MAGI1"
"CEP112",4.60434370355075e-314,1.61709145669104,0.282,0.141,9.23170912561926e-311,"0","CEP112"
"CA10",3.89231013477376e-305,1.68140407694153,0.23,0.102,7.80408182022138e-302,"0","CA10"
"NRG1",6.5268285715511e-302,1.33778786845606,0.375,0.229,1.308629128596e-298,"0","NRG1"
"EGLN3",1.36606794790141e-301,1.55650478863371,0.265,0.129,2.73896623554234e-298,"0","EGLN3"
"RGS7",1.16757451112997e-297,1.48211386062107,0.311,0.168,2.34098689481559e-294,"0","RGS7"
"GRIN2A",3.66356280462973e-292,1.62755600526593,0.226,0.101,7.3454434232826e-289,"0","GRIN2A"
"GABRG3",4.67133425111418e-292,1.57658537437198,0.232,0.105,9.36602517348393e-289,"0","GABRG3"
"STXBP5L",2.8706920696289e-287,1.65135434077005,0.233,0.107,5.75573759960594e-284,"0","STXBP5L"
"AC092684.1",7.3741099099651e-286,1.59384964765379,0.23,0.106,1.478509036948e-282,"0","AC092684.1"
"WSCD1",1.12477172231007e-284,1.67122067368254,0.225,0.102,2.25516730323169e-281,"0","WSCD1"
"TLN2",2.66739615495407e-284,1.61138451483143,0.242,0.115,5.34812929068292e-281,"0","TLN2"
"PDE10A",4.49015133846837e-284,1.59743812234133,0.236,0.11,9.00275343362908e-281,"0","PDE10A"
"DNAH14",2.30934471357178e-280,1.6486056086764,0.237,0.112,4.63023615071142e-277,"0","DNAH14"
"FGF12",6.00375989553672e-277,1.47292437517572,0.261,0.131,1.20375385905511e-273,"0","FGF12"
"RELN",2.11224868227237e-269,1.63169596499289,0.219,0.1,4.2350586079561e-266,"0","RELN"
"FGF14",3.78995458299757e-268,1.62993392031721,0.224,0.105,7.59885893891012e-265,"0","FGF14"
"ZNF536",3.99081666082683e-268,1.5225438583746,0.256,0.129,8.0015874049578e-265,"0","ZNF536"
"ENOX1",1.65003243266661e-266,1.49147880683734,0.255,0.128,3.30831502749655e-263,"0","ENOX1"
"COL23A1",3.02566366505503e-263,1.65286753473095,0.21,0.095,6.06645564843533e-260,"0","COL23A1"
"RP4-723E3.1",1.08959270351895e-260,1.59959574800231,0.219,0.102,2.18463337055549e-257,"0","RP4-723E3.1"
"LUZP2",6.16371973808742e-259,1.60166907151732,0.234,0.114,1.23582580748653e-255,"0","LUZP2"
"RP11-526A4.1",8.35462385530651e-257,1.66315216203737,0.194,0.084,1.67510208298895e-253,"0","RP11-526A4.1"
"APBB2",1.63903249100397e-256,1.54453687959881,0.247,0.125,3.28626014446295e-253,"0","APBB2"
"POU6F2",3.76604036845653e-256,1.59050629070209,0.219,0.103,7.55091093875535e-253,"0","POU6F2"
"MALRD1",4.9184926844441e-256,1.5120085645903,0.248,0.126,9.86157783231042e-253,"0","MALRD1"
"PHACTR1",5.4010792510351e-253,1.52685619344395,0.262,0.138,1.08291638983254e-249,"0","PHACTR1"
"FOXP2",6.81145016503904e-252,1.58023657026854,0.224,0.108,1.36569575809033e-248,"0","FOXP2"
"LINGO2",1.26541668098834e-250,1.39603638136912,0.259,0.134,2.53716044538161e-247,"0","LINGO2"
"CUX2",3.69417470426509e-248,1.56538150656206,0.236,0.118,7.40682028205151e-245,"0","CUX2"
"MTUS2",2.88692121550531e-247,1.58146057684568,0.213,0.1,5.78827703708814e-244,"0","MTUS2"
"XKR4",1.05674415284957e-246,1.72142605604979,0.191,0.084,2.11877202646339e-243,"0","XKR4"
"PCDH9",5.23569242647978e-244,1.36169126469996,0.258,0.134,1.0497563315092e-240,"0","PCDH9"
"PIEZO2",5.37108563332604e-240,1.62132938412798,0.204,0.095,1.07690266948187e-236,"0","PIEZO2"
"GRIK4",1.70031235997654e-239,1.4781477441856,0.228,0.113,3.40912628175297e-236,"0","GRIK4"
"GRIN2B",2.89917469274896e-237,1.62206818482945,0.199,0.092,5.81284525896167e-234,"0","GRIN2B"
"GSG1L",4.43411363339667e-237,1.61595193772946,0.203,0.094,8.89039783496033e-234,"0","GSG1L"
"GPR158",1.10273206700228e-235,1.6218982893375,0.201,0.094,2.21097779433957e-232,"0","GPR158"
"ZBTB7C",1.24758399753826e-235,1.62967697567632,0.186,0.082,2.50140591506422e-232,"0","ZBTB7C"
"DLC1",1.48931489983744e-235,1.48473724305893,0.25,0.131,2.98607637417406e-232,"0","DLC1"
"FBXL7",2.54920998759661e-233,1.60009470232479,0.19,0.085,5.1111660251312e-230,"0","FBXL7"
"MYO18B",3.57702454762233e-232,1.70210436675982,0.167,0.07,7.17193421798277e-229,"0","MYO18B"
"SHISA9",1.12975728529243e-231,1.60725552701448,0.204,0.097,2.26516335701133e-228,"0","SHISA9"
"LINC00511",2.65371727916767e-231,1.54744085788375,0.218,0.107,5.32070314473118e-228,"0","LINC00511"
"FAM189A1",6.84644002756405e-230,1.47917773119554,0.231,0.117,1.37271122552659e-226,"0","FAM189A1"
"SHISA6",1.75495038796951e-228,1.63505128693546,0.193,0.089,3.51867552787887e-225,"0","SHISA6"
"LINC00907",1.26409502993455e-227,1.49623753247335,0.221,0.11,2.53451053501876e-224,"0","LINC00907"
"GLIS3",2.24948769515723e-226,1.44385439262813,0.24,0.125,4.51022282879024e-223,"0","GLIS3"
"NOS1",1.0162052903613e-225,1.72077929733802,0.175,0.076,2.03749160717441e-222,"0","NOS1"
"RP11-8L2.1",1.31899601616796e-225,1.65104935950147,0.194,0.091,2.64458701241676e-222,"0","RP11-8L2.1"
"EYA2",2.51554044925248e-224,1.55746342628353,0.205,0.098,5.04365860075122e-221,"0","EYA2"
"AC005592.2",1.79411089033418e-223,1.50769818515855,0.208,0.101,3.59719233512004e-220,"0","AC005592.2"
"ABCA13",1.31980234949362e-222,1.5140699457709,0.203,0.097,2.6462037107347e-219,"0","ABCA13"
"LINC00535",8.43406474674914e-220,1.58357573611466,0.19,0.088,1.6910299817232e-216,"0","LINC00535"
"PPM1E",9.96744136933134e-219,1.64717614169297,0.181,0.082,1.99847199455093e-215,"0","PPM1E"
"FMN2",1.1702519561865e-217,1.46865493851323,0.251,0.138,2.34635517215392e-214,"0","FMN2"
"AC011288.2",7.94324377056925e-216,1.45286860754294,0.235,0.124,1.59262037599914e-212,"0","AC011288.2"
"KIF6",5.93136146463109e-214,1.53619611422522,0.193,0.091,1.18923797365853e-210,"0","KIF6"
"RP11-541P9.3",1.59745446522743e-213,1.49709095126433,0.212,0.106,3.20289620278099e-210,"0","RP11-541P9.3"
"DIAPH3",2.78793159675799e-210,1.53395931475322,0.207,0.103,5.58980285149977e-207,"0","DIAPH3"
"ADAMTSL3",1.12216050490931e-208,1.55504461375852,0.187,0.089,2.24993181234316e-205,"0","ADAMTSL3"
"ZSWIM5",1.75486679603704e-208,1.59723762181166,0.207,0.103,3.51850792605427e-205,"0","ZSWIM5"
"DNAH3",3.97058777099651e-208,1.59275147698876,0.182,0.085,7.96102848084801e-205,"0","DNAH3"
"AFF3",6.58784950631934e-208,0.991901804537331,0.329,0.202,1.32086382601703e-204,"0","AFF3"
"TACC2",1.4975636096976e-206,1.60892275242351,0.188,0.089,3.00261503744368e-203,"0","TACC2"
"FRMPD4",5.24480941646887e-206,1.71220107474314,0.17,0.077,1.05158428800201e-202,"0","FRMPD4"
"AC003051.1",4.16315423051567e-205,1.65796582222168,0.172,0.078,8.34712423218392e-202,"0","AC003051.1"
"ESR1",2.8615254174014e-202,1.44556169336035,0.231,0.124,5.7373584618898e-199,"0","ESR1"
"SHROOM3",6.14237662223069e-202,1.52477593924582,0.182,0.086,1.23154651275725e-198,"0","SHROOM3"
"SLC44A5",1.19069348917652e-201,1.65070044970681,0.175,0.081,2.38734044579892e-198,"0","SLC44A5"
"EMCN",2.50790271059437e-201,1.55339754902206,0.188,0.091,5.0283449347417e-198,"0","EMCN"
"LINC00669",7.37748210576883e-201,1.4329270228614,0.246,0.137,1.47918516220665e-197,"0","LINC00669"
"LINC00536",1.50074588215697e-200,0.880455653229245,0.365,0.238,3.00899549372473e-197,"0","LINC00536"
"ZNF385B",3.72102636467417e-199,1.62274653247563,0.168,0.077,7.4606578611717e-196,"0","ZNF385B"
"RP11-507B12.2",2.23853142695046e-198,1.6613806412672,0.162,0.072,4.48825551103567e-195,"0","RP11-507B12.2"
"RP11-260O18.1",2.55800194680392e-198,1.61908962620206,0.189,0.092,5.12879390334185e-195,"0","RP11-260O18.1"
"BNC2",7.65561755080356e-197,1.38372016053749,0.243,0.136,1.53495131893611e-193,"0","BNC2"
"NTRK2",2.44865975714334e-195,1.63691323362858,0.17,0.079,4.90956281307241e-192,"0","NTRK2"
"RP11-554D15.1",2.54221313969676e-195,1.59782790562954,0.186,0.09,5.097137345092e-192,"0","RP11-554D15.1"
"CACNA1D",3.42834506202902e-194,1.67728391445868,0.161,0.072,6.87383184936819e-191,"0","CACNA1D"
"FSTL4",3.3227751070315e-191,1.52289454867652,0.161,0.072,6.66216408959816e-188,"0","FSTL4"
"U91319.1",4.6305943241473e-191,1.53893025239677,0.185,0.09,9.28434161991535e-188,"0","U91319.1"
"ROR1",8.69750232007092e-191,1.59403013152662,0.168,0.078,1.74384921517422e-187,"0","ROR1"
"CACNB2",1.46316921825665e-188,1.37499990500145,0.237,0.133,2.93365428260459e-185,"0","CACNB2"
"RP11-525K10.3",2.51260341947077e-188,1.51845501292456,0.183,0.089,5.0377698560389e-185,"0","RP11-525K10.3"
"COBL",2.86818112313215e-188,1.61321276103163,0.16,0.073,5.75070315187997e-185,"0","COBL"
"LDB2",4.26712694307507e-188,1.59841339579969,0.187,0.092,8.55558952086551e-185,"0","LDB2"
"SORBS2",2.71209879781683e-187,1.56449937413327,0.179,0.087,5.43775808962275e-184,"0","SORBS2"
"AL163953.3",2.40020243435641e-186,1.3788330363908,0.22,0.118,4.8124058808846e-183,"0","AL163953.3"
"OCA2",2.40036663615797e-185,1.62515474720606,0.162,0.075,4.81273510549672e-182,"0","OCA2"
"HECW2",4.46609519332978e-184,1.51283840004482,0.197,0.102,8.95452086262621e-181,"0","HECW2"
"SRGAP3",7.97965420753885e-183,1.5215410786054,0.167,0.078,1.59992066861154e-179,"0","SRGAP3"
"ZMAT4",8.39100543373459e-183,1.52177530733995,0.186,0.092,1.68239658946379e-179,"0","ZMAT4"
"ERG",3.1528771033706e-182,1.61057081345723,0.161,0.074,6.32151859225805e-179,"0","ERG"
"RARB",4.96998656573292e-182,1.49705728556297,0.203,0.106,9.9648230642945e-179,"0","RARB"
"RP11-266O8.1",9.07966919458089e-178,1.64244163097124,0.157,0.072,1.82047367351347e-174,"0","RP11-266O8.1"
"RP11-145G20.1",7.10840533514224e-177,1.48117037755021,0.185,0.093,1.42523526969602e-173,"0","RP11-145G20.1"
"AC007563.5",8.48198157519536e-177,1.53901118224175,0.17,0.082,1.70063730582667e-173,"0","AC007563.5"
"ESRRG",3.0338048811965e-174,1.28677470015254,0.268,0.164,6.08277878679898e-171,"0","ESRRG"
"AC079807.4",8.08361261035742e-174,1.47870444730798,0.193,0.101,1.62076432837666e-170,"0","AC079807.4"
"SPOCK3",1.07738774774466e-172,1.525643240149,0.168,0.081,2.16016243422805e-169,"0","SPOCK3"
"MYO3A",2.35964299322384e-172,1.6772542443768,0.147,0.067,4.7310842014138e-169,"0","MYO3A"
"COL14A1",4.44560039403199e-172,1.54418775851272,0.158,0.074,8.91342879003414e-169,"0","COL14A1"
"PIK3C2G",4.04264157451938e-171,1.66381917121611,0.136,0.059,8.10549635691137e-168,"0","PIK3C2G"
"DCLK1",6.95179745050959e-171,1.54923848060261,0.181,0.092,1.39383538882717e-167,"0","DCLK1"
"PRKD1",1.20652443136167e-170,1.58362426113858,0.166,0.08,2.41908148488014e-167,"0","PRKD1"
"PBX1",2.34807974504621e-170,1.48350128960753,0.181,0.091,4.70789988881765e-167,"0","PBX1"
"RXFP1",4.96841225697897e-170,1.63270669817552,0.148,0.068,9.96166657524283e-167,"0","RXFP1"
"ASTN1",1.32047674814945e-169,1.6351041794475,0.141,0.063,2.64755588003966e-166,"0","ASTN1"
"CNIH3",6.24218257178508e-169,1.4953260307915,0.185,0.095,1.25155760564291e-165,"0","CNIH3"
"ADAMTS9-AS2",2.77623658066767e-168,1.59980011585226,0.158,0.075,5.56635434423867e-165,"0","ADAMTS9-AS2"
"UNC79",3.91637765903552e-168,1.5077786090238,0.192,0.101,7.85233720636623e-165,"0","UNC79"
"MTA3",2.9565851982631e-166,1.42390437799288,0.222,0.126,5.92795332251751e-163,"0","MTA3"
"ITGA8",1.62662805560294e-165,1.70993259384253,0.141,0.063,3.2613892514839e-162,"0","ITGA8"
"LINC01091",7.49266593748871e-165,1.58462905948656,0.147,0.068,1.50227952046649e-161,"0","LINC01091"
"ESRRB",8.43442527832577e-164,1.65047519732086,0.132,0.057,1.69110226830432e-160,"0","ESRRB"
"CECR2",2.40976386500526e-162,1.52739347031951,0.171,0.086,4.83157654933554e-159,"0","CECR2"
"CTC-535M15.2",2.54358734564735e-161,1.3830881043246,0.212,0.119,5.09989262802294e-158,"0","CTC-535M15.2"
"PRICKLE2",1.27031849787008e-160,1.52426322427065,0.152,0.072,2.54698858822952e-157,"0","PRICKLE2"
"AC108142.1",4.01838706747333e-160,1.71907701893791,0.132,0.059,8.05686607028403e-157,"0","AC108142.1"
"TEAD1",4.96479229236988e-160,1.52708325288921,0.175,0.089,9.95440854620161e-157,"0","TEAD1"
"HHAT",1.154002010527e-159,1.4599371448208,0.186,0.098,2.31377403110664e-156,"0","HHAT"
"NEDD4L",2.03406233915037e-159,1.4006574364941,0.207,0.115,4.07829498999649e-156,"0","NEDD4L"
"NTNG1",3.42070416458918e-158,1.60297873558855,0.145,0.068,6.8585118500013e-155,"0","NTNG1"
"RP11-400N13.1",9.48150919072962e-158,1.57958108230507,0.149,0.071,1.90104259274129e-154,"0","RP11-400N13.1"
"NTN1",4.73669740490792e-157,1.55098621234508,0.165,0.083,9.49707829684037e-154,"0","NTN1"
"NPSR1-AS1",4.16532331996136e-156,1.63973650424771,0.131,0.059,8.35147325652253e-153,"0","NPSR1-AS1"
"RP11-444A22.1",1.30556504862765e-155,1.46283735106453,0.16,0.079,2.61765792249843e-152,"0","RP11-444A22.1"
"FGF13",1.58120623825953e-155,1.51876561677844,0.149,0.071,3.17031850771036e-152,"0","FGF13"
"DTNB",6.00273817817778e-155,1.39667865218811,0.222,0.13,1.20354900472465e-151,"0","DTNB"
"SASH1",7.67935900656061e-155,1.38573587387536,0.199,0.11,1.5397114808154e-151,"0","SASH1"
"LL22NC03-86D4.1",1.78490742278317e-154,1.79991991421587,0.116,0.048,3.57873938268025e-151,"0","LL22NC03-86D4.1"
"AK8",4.01142070213272e-154,1.70651902608899,0.125,0.054,8.0428985077761e-151,"0","AK8"
"AC133680.1",1.25099425074153e-153,1.30014429656705,0.21,0.119,2.50824347273676e-150,"0","AC133680.1"
"TCF7L1",1.43601884172436e-152,1.71275504015723,0.135,0.062,2.87921777765735e-149,"0","TCF7L1"
"SOX5",2.31685902214277e-152,1.43973648643055,0.178,0.094,4.64530233939625e-149,"0","SOX5"
"PAPPA2",2.32106116421047e-151,1.48024371212652,0.163,0.082,4.65372763424198e-148,"0","PAPPA2"
"GALNT14",2.37163524294718e-151,1.62918721083586,0.127,0.056,4.7551286621091e-148,"0","GALNT14"
"AC114765.1",1.37081955368116e-150,1.66628987100065,0.132,0.06,2.74849320513073e-147,"0","AC114765.1"
"DPH6-AS1",1.62102945274245e-148,1.61418379024955,0.129,0.058,3.25016405274862e-145,"0","DPH6-AS1"
"MYO10",1.10004889263824e-147,1.39501260044664,0.185,0.1,2.20559802973967e-144,"0","MYO10"
"NUP210L",1.62770681002513e-147,1.52901340218668,0.169,0.088,3.26355215410039e-144,"0","NUP210L"
"RP11-444D3.1",7.15023416052486e-147,1.48688025084523,0.162,0.082,1.43362194918523e-143,"0","RP11-444D3.1"
"GTF2IRD1",8.05041381100139e-146,1.54197911895424,0.149,0.073,1.61410796910578e-142,"0","GTF2IRD1"
"KLHL1",1.07142259660255e-145,1.49025221696079,0.154,0.077,2.14820230618812e-142,"0","KLHL1"
"TUSC3",1.08590129345414e-145,1.48438159652271,0.166,0.086,2.17723209337556e-142,"0","TUSC3"
"LHFP",1.13160359636408e-145,1.62097175147496,0.138,0.065,2.26886521070999e-142,"0","LHFP"
"CNTNAP4",1.32833103468606e-145,1.69078303361626,0.123,0.055,2.66330372454555e-142,"0","CNTNAP4"
"LACE1",3.72013252503606e-145,1.51759161891976,0.155,0.078,7.4588657126973e-142,"0","LACE1"
"NXN",6.380649066658e-145,1.47916746324778,0.165,0.086,1.27932013786493e-141,"0","NXN"
"ARHGAP44",2.28722969276913e-144,1.53715705115544,0.143,0.069,4.58589553400212e-141,"0","ARHGAP44"
"TANGO6",6.3600888478352e-144,1.43575051287361,0.216,0.128,1.27519781399096e-140,"0","TANGO6"
"KCTD16",6.99582012130366e-144,1.52470514717449,0.138,0.066,1.40266193432138e-140,"0","KCTD16"
"TPST1",7.55614692490257e-144,1.45504947587837,0.174,0.093,1.51500745844296e-140,"0","TPST1"
"SLIT2",1.35931187181887e-143,1.55730866857852,0.151,0.075,2.72542030299684e-140,"0","SLIT2"
"DPF3",2.15751813775874e-143,1.46423341905425,0.17,0.09,4.32582386620627e-140,"0","DPF3"
"TPRG1",2.21753916090225e-142,1.43591872785597,0.178,0.097,4.44616601760902e-139,"0","TPRG1"
"SIL1",5.62643902581046e-142,1.38964668688078,0.221,0.133,1.128101024675e-138,"0","SIL1"
"NR2F2-AS1",1.28788533236329e-141,1.64907598712741,0.12,0.053,2.58221009138841e-138,"0","NR2F2-AS1"
"PTPRS",1.97385484992862e-141,1.38251651403542,0.188,0.105,3.95757897410689e-138,"0","PTPRS"
"CACNB4",2.37490709179606e-141,1.4634546165567,0.158,0.08,4.7616887190511e-138,"0","CACNB4"
"RP11-454P21.1",2.4120242634351e-141,1.66902076240188,0.131,0.061,4.83610864818738e-138,"0","RP11-454P21.1"
"AC007246.3",3.78457328535965e-141,1.56237336372792,0.155,0.079,7.5880694371461e-138,"0","AC007246.3"
"GNG12-AS1",1.36112585049965e-140,1.60174539246312,0.131,0.061,2.72905733025181e-137,"0","GNG12-AS1"
"EML1",2.25218759286182e-140,1.67941522112474,0.126,0.058,4.51563612368795e-137,"0","EML1"
"TSPAN8",4.07022888540938e-140,1.61729622674207,0.139,0.067,8.16080891524581e-137,"0","TSPAN8"
"SPIRE1",9.57132067889145e-140,1.44516066765374,0.162,0.084,1.91904979611774e-136,"0","SPIRE1"
"MAST2",1.55484090028836e-139,1.41687244924804,0.197,0.113,3.11745600507817e-136,"0","MAST2"
"PKIB",1.65012963297964e-139,1.59379792152838,0.125,0.057,3.30850991412418e-136,"0","PKIB"
"RP11-554F20.1",2.45156126707938e-139,1.68039221682765,0.115,0.05,4.91538034049416e-136,"0","RP11-554F20.1"
"RP11-308N19.1",8.64352231280793e-139,1.43406530632458,0.154,0.078,1.73302622371799e-135,"0","RP11-308N19.1"
"TMC1",9.33577342543841e-139,1.42805100741786,0.179,0.098,1.8718225718004e-135,"0","TMC1"
"SORBS1",5.4811244696701e-138,1.48012660260169,0.155,0.079,1.09896545616885e-134,"0","SORBS1"
"RP11-382A20.4",6.58775190747273e-138,1.5266279440481,0.135,0.065,1.32084425744828e-134,"0","RP11-382A20.4"
"RP11-146N18.1",9.63047762251083e-137,1.72111708553961,0.11,0.047,1.93091076331342e-133,"0","RP11-146N18.1"
"DENND2A",4.04830772506535e-136,1.58411228065159,0.138,0.067,8.11685698875602e-133,"0","DENND2A"
"CTB-12O2.1",9.96104769163572e-136,1.45936037213902,0.161,0.084,1.99719006217296e-132,"0","CTB-12O2.1"
"DNAH7",6.68931212115682e-135,1.48137231297755,0.161,0.085,1.34120708029194e-131,"0","DNAH7"
"LINC01088",1.0752854553776e-134,1.72365680547726,0.119,0.054,2.15594733803208e-131,"0","LINC01088"
"RP11-81N13.1",4.09512145071998e-134,1.47219787243253,0.143,0.071,8.21071850869355e-131,"0","RP11-81N13.1"
"AC067956.1",6.74883782318989e-134,1.71711862356852,0.121,0.056,1.35314198354957e-130,"0","AC067956.1"
"HUNK",3.95247086874783e-133,1.53500651715795,0.125,0.059,7.9247040918394e-130,"0","HUNK"
"DMGDH",5.31836023349609e-133,1.44671262686463,0.141,0.07,1.06633122681597e-129,"0","DMGDH"
"DEPTOR",7.80210648749094e-133,1.52060502039665,0.152,0.079,1.56432235074193e-129,"0","DEPTOR"
"ADAMTS3",2.01434184558471e-132,1.61883532669264,0.114,0.051,4.03875540039734e-129,"0","ADAMTS3"
"NPAS2",6.98239099596619e-132,1.69817209614198,0.111,0.049,1.39996939469122e-128,"0","NPAS2"
"DNAH10",5.44655193178141e-131,1.601916243317,0.126,0.059,1.09203366232217e-127,"0","DNAH10"
"DAB2IP",7.50739445490282e-131,1.56939584452775,0.116,0.052,1.50523258820802e-127,"0","DAB2IP"
"RP11-124B13.1",1.14551822419975e-130,1.58906532202549,0.126,0.059,2.29676403952051e-127,"0","RP11-124B13.1"
"CACNG2",3.81370269951515e-130,1.63517168756666,0.11,0.048,7.64647391252787e-127,"0","CACNG2"
"ARHGAP10",5.35357518873841e-130,1.29964942022013,0.216,0.132,1.07339182534205e-126,"0","ARHGAP10"
"RP11-314P15.2",1.05108595120047e-129,1.56884877127873,0.124,0.058,2.10742733215694e-126,"0","RP11-314P15.2"
"RYR1",1.79697770938364e-128,1.42853531292184,0.145,0.074,3.6029403073142e-125,"0","RYR1"
"DCDC2",2.25977854382977e-128,1.74812774188032,0.108,0.048,4.53085598037868e-125,"0","DCDC2"
"ADAM32",2.51813979893761e-128,1.74755336587935,0.111,0.05,5.04887029686992e-125,"0","ADAM32"
"CIT",7.16679085408332e-128,1.49918889059929,0.171,0.095,1.43694156624371e-124,"0","CIT"
"AC009120.4",8.24105449180049e-128,1.51436916903658,0.15,0.078,1.652331425606e-124,"0","AC009120.4"
"FAM160A1",1.61974994095047e-127,1.57610487825855,0.13,0.064,3.24759863160569e-124,"0","FAM160A1"
"ANK3",2.5229598030119e-127,0.942571733100546,0.312,0.219,5.05853440503885e-124,"0","ANK3"
"SLC4A10",2.65810190770233e-127,1.26546928669099,0.223,0.14,5.32949432494316e-124,"0","SLC4A10"
"NHSL1",2.4446451544705e-126,1.46037143500531,0.181,0.104,4.90151353471335e-123,"0","NHSL1"
"ZNF704",2.8906479328274e-126,1.50310736045923,0.133,0.065,5.79574910531894e-123,"0","ZNF704"
"EGFLAM",3.17639498281238e-126,1.68266680243997,0.107,0.047,6.36867194053883e-123,"0","EGFLAM"
"RP11-708B6.2",3.57890058883531e-126,1.69969749688652,0.109,0.049,7.17569568061479e-123,"0","RP11-708B6.2"
"FHAD1",6.44710679832491e-126,1.68184332202393,0.112,0.051,1.29264491306414e-122,"0","FHAD1"
"C16orf95",1.40068449108255e-125,1.57001271591537,0.124,0.06,2.80837240462051e-122,"0","C16orf95"
"FRMD3",2.04733236540978e-125,1.39815327711462,0.155,0.083,4.1049013926466e-122,"0","FRMD3"
"RP11-739N10.1",3.40293987881673e-125,1.60748018973898,0.11,0.05,6.82289445702753e-122,"0","RP11-739N10.1"
"CLYBL",5.39905023196658e-125,1.29912793476825,0.219,0.136,1.0825095715093e-121,"0","CLYBL"
"AC007879.5",6.22844009954188e-125,1.4798885462022,0.157,0.085,1.24880223995815e-121,"0","AC007879.5"
"CHST8",7.95129774311921e-125,1.66126272369697,0.105,0.046,1.5942351974954e-121,"0","CHST8"
"RAI14",9.21179816850732e-125,1.66379163252273,0.113,0.052,1.84696553278572e-121,"0","RAI14"
"ARHGAP39",2.96660703531745e-124,1.66466477056898,0.105,0.046,5.94804710581149e-121,"0","ARHGAP39"
"AC096649.3",3.37267264594295e-124,1.68072865290053,0.101,0.044,6.76220865511562e-121,"0","AC096649.3"
"AC004158.2",5.97025999220411e-124,1.49013083207205,0.148,0.078,1.19703712843692e-120,"0","AC004158.2"
"RP1-15D23.2",1.0115031934302e-123,1.50271673150252,0.132,0.065,2.02806390282754e-120,"0","RP1-15D23.2"
"RP1-154K9.2",2.44164586944851e-123,1.5680862421695,0.138,0.07,4.89549996824426e-120,"0","RP1-154K9.2"
"ITGBL1",8.35058250079534e-123,1.66523380647998,0.107,0.048,1.67429179140947e-119,"0","ITGBL1"
"OSBPL6",9.07179784682927e-122,1.58034727945972,0.129,0.064,1.81889546828927e-118,"0","OSBPL6"
"FAM171A1",1.21415901397294e-121,1.5987723523066,0.129,0.064,2.43438882301575e-118,"0","FAM171A1"
"TANC1",8.04900874889314e-121,1.4153958122782,0.171,0.097,1.61382625415307e-117,"0","TANC1"
"FBN1",9.47675051113529e-121,1.6935966614621,0.11,0.05,1.90008847748263e-117,"0","FBN1"
"RAPGEF5",1.48231049604692e-120,1.55095240356474,0.127,0.062,2.97203254457407e-117,"0","RAPGEF5"
"SEZ6L",1.67637100909499e-120,1.5467763087801,0.124,0.061,3.36112387323545e-117,"0","SEZ6L"
"PCSK2",1.88430812500962e-120,1.52578926242604,0.125,0.061,3.77803779064429e-117,"0","PCSK2"
"RP11-420A23.1",2.54830338902586e-120,1.48813826608219,0.126,0.062,5.10934829499685e-117,"0","RP11-420A23.1"
"LINC00639",1.00406491530443e-119,1.67570225829833,0.104,0.047,2.01315015518538e-116,"0","LINC00639"
