"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AIF1",3.24771509603346e-65,1.35838316094478,0.202,0.123,6.51166876754708e-62,"2","AIF1"
"PDE3A",2.07338699658095e-64,0.397671584289556,0.816,0.802,4.15714092814481e-61,"2","PDE3A"
"FGL2",1.27264623572053e-61,1.4055551131522,0.221,0.144,2.55165570261966e-58,"2","FGL2"
"SERPINA1",3.14476978943882e-60,1.49337722435997,0.179,0.108,6.30526342782484e-57,"2","SERPINA1"
"CD74",1.74756001475561e-59,0.577506911260629,0.411,0.322,3.503857829585e-56,"2","CD74"
"HLA-DRA",6.70129738360074e-57,0.994722880291637,0.27,0.187,1.34361012541195e-53,"2","HLA-DRA"
"CST3",3.21169179890631e-53,1.54517905320086,0.175,0.11,6.43944205680714e-50,"2","CST3"
"GRN",6.07413915814793e-48,1.26441823193936,0.209,0.142,1.21786490120866e-44,"2","GRN"
"TYMP",8.73470098851898e-47,1.52359686729001,0.19,0.128,1.75130754819806e-43,"2","TYMP"
"MT-RNR11",1.22690802502449e-44,0.318102376799325,0.835,0.805,2.4599505901741e-41,"2","MT-RNR1"
"PLBD1",2.35750909398996e-41,1.1664059186092,0.19,0.13,4.72680573344987e-38,"2","PLBD1"
"ISG15",8.67064837130183e-41,1.70451557812991,0.149,0.097,1.73846499844602e-37,"2","ISG15"
"MPEG1",4.52431250624679e-39,1.40651807911595,0.171,0.115,9.07124657502482e-36,"2","MPEG1"
"OAS3",9.07616754759633e-36,1.65268022435206,0.143,0.095,1.81977159329306e-32,"2","OAS3"
"DDX21",1.20547398150773e-35,0.265132858988802,0.11,0.197,2.41697533292301e-32,"2","DDX21"
"SERP1",3.58717832873971e-35,0.280254535210356,0.108,0.193,7.19229254912311e-32,"2","SERP1"
"CLTC",3.50988740057081e-34,0.227344803056604,0.099,0.178,7.03732423814447e-31,"2","CLTC"
"NCF2",1.16757394670397e-32,1.26568944926935,0.171,0.12,2.34098576314147e-29,"2","NCF2"
"RAN",6.265936631914e-32,0.208120784977339,0.058,0.119,1.25632029469876e-28,"2","RAN"
"ACTB",1.41034107155266e-31,0.508431557291408,0.537,0.511,2.82773384846309e-28,"2","ACTB"
"PSMB6",1.91607830138059e-31,0.265608359307695,0.049,0.105,3.84173699426809e-28,"2","PSMB6"
"B4GALT11",2.41107337530452e-31,0.204284168906465,0.09,0.161,4.83420211748557e-28,"2","B4GALT1"
"S100A6",4.7139227184495e-30,1.06356492591264,0.294,0.253,9.45141505049124e-27,"2","S100A6"
"IFIT3",6.68553601572689e-30,1.58689263385054,0.109,0.068,1.34044997115324e-26,"2","IFIT3"
"SRGN",8.07248211141245e-29,0.744579765278114,0.363,0.323,1.6185326633382e-25,"2","SRGN"
"SLC25A5",1.20571533146725e-28,0.366556350971058,0.051,0.105,2.41745923959184e-25,"2","SLC25A5"
"PSME2",2.3033732913594e-27,0.409339006984209,0.102,0.173,4.61826344917559e-24,"2","PSME2"
"P4HB1",3.44179807478681e-27,0.412167617379978,0.083,0.148,6.90080513994755e-24,"2","P4HB"
"UQCRH",7.53888262152985e-27,0.433402504736754,0.085,0.15,1.51154596561674e-23,"2","UQCRH"
"TPI1",1.13104135422395e-26,0.397227970796669,0.092,0.159,2.26773791521902e-23,"2","TPI1"
"TMSB10",4.50655755716036e-25,0.470913145850833,0.586,0.574,9.03564790210651e-22,"2","TMSB10"
"AC018890.6",3.09817965855163e-24,0.270499392574817,0.198,0.296,6.21185021539601e-21,"2","AC018890.6"
"ARF1",6.78702108452122e-24,0.390214264406872,0.156,0.24,1.3607977274465e-20,"2","ARF1"
"GBP1",8.7581718551837e-24,0.22162811541315,0.06,0.111,1.75601345696433e-20,"2","GBP1"
"CTSB",9.26398333251474e-24,1.16168722597177,0.229,0.189,1.85742865816921e-20,"2","CTSB"
"COX7A2",2.59093819605675e-23,0.40794511292437,0.081,0.139,5.19483108309379e-20,"2","COX7A2"
"COL4A3BP",3.03419416479816e-23,0.358726837592223,0.124,0.196,6.0835593004203e-20,"2","COL4A3BP"
"TUBA1A",3.59813345375154e-23,0.309468944546659,0.081,0.138,7.21425757477184e-20,"2","TUBA1A"
"VIM",4.16356476766427e-23,0.672344556298712,0.376,0.34,8.34794735916686e-20,"2","VIM"
"TPM4",8.39744109915338e-23,0.244818607328139,0.123,0.193,1.68368694038025e-19,"2","TPM4"
"ATP5B",1.10030971022922e-22,0.455334487495718,0.13,0.204,2.20612096900959e-19,"2","ATP5B"
"PDIA6",1.29799728136685e-22,0.304962786519363,0.081,0.137,2.60248454914054e-19,"2","PDIA6"
"TMED21",2.81309686931285e-22,0.314439061970439,0.055,0.102,5.64025922297226e-19,"2","TMED2"
"LDHA",3.30603575708803e-22,0.394720949331963,0.125,0.195,6.6286016929615e-19,"2","LDHA"
"HMGN2",9.88251426777729e-22,0.344929452956778,0.086,0.144,1.98144411068935e-18,"2","HMGN2"
"CDC42EP3",4.75414693982312e-21,0.384111317796723,0.105,0.167,9.53206461434535e-18,"2","CDC42EP3"
"ID21",1.18441052142267e-20,0.240338292721708,0.09,0.145,2.37474309545246e-17,"2","ID2"
"NEAT1",1.51651842815421e-20,0.385686377202534,0.152,0.229,3.04061944844919e-17,"2","NEAT1"
"PELI21",1.52885243578113e-20,0.231637297483325,0.075,0.126,3.06534913374117e-17,"2","PELI2"
"CPEB4",1.675429026742e-20,0.232131208804933,0.059,0.104,3.35923519861771e-17,"2","CPEB4"
"MRPS221",4.84066034824875e-20,0.257267041115177,0.16,0.234,9.70552399823874e-17,"2","MRPS22"
"CALM2",7.35560411891027e-20,0.516879677385936,0.135,0.205,1.47479862584151e-16,"2","CALM2"
"OS9",8.41544580036889e-20,0.518626006749604,0.077,0.129,1.68729688297396e-16,"2","OS9"
"SLC2A3",8.93490712447122e-20,0.222159001192579,0.101,0.158,1.79144887845648e-16,"2","SLC2A3"
"HMGB2",4.29477249683052e-19,0.378928058871773,0.087,0.14,8.61101885614519e-16,"2","HMGB2"
"HLA-DRB1",5.54474093485661e-19,0.930989071383011,0.243,0.206,1.11172055743875e-15,"2","HLA-DRB1"
"KANK4",6.08014305090642e-18,0.944123561493774,0.148,0.112,1.21906868170674e-14,"2","KANK4"
"CD4",9.92071526216171e-18,0.411149138653752,0.075,0.122,1.98910341006342e-14,"2","CD4"
"MX1",3.83456119892464e-17,1.07167013024041,0.193,0.16,7.68829520384391e-14,"2","MX1"
"ITGB21",4.14271878244488e-17,0.614556379666176,0.407,0.388,8.30615115880199e-14,"2","ITGB2"
"NCOA4",4.24965013342478e-17,0.526843462821671,0.14,0.207,8.52054851751668e-14,"2","NCOA4"
"ARPC5",5.40028648843473e-17,0.469305298509676,0.193,0.277,1.08275744093116e-13,"2","ARPC5"
"PLEKHO1",1.7591155914361e-16,0.376316952020495,0.079,0.125,3.52702676082939e-13,"2","PLEKHO1"
"NAMPT",1.88026492744864e-16,0.735149710774224,0.196,0.162,3.76993117953452e-13,"2","NAMPT"
"NFKBIZ",3.10091071580271e-16,0.486554175716736,0.102,0.155,6.21732598518443e-13,"2","NFKBIZ"
"CAP1",3.4899340596658e-16,0.339599388364801,0.258,0.355,6.99731778962993e-13,"2","CAP1"
"IRS2",4.61380708340148e-16,0.302540772929454,0.065,0.106,9.25068320221996e-13,"2","IRS2"
"STAT1",1.11368134194689e-15,0.332358366452827,0.177,0.249,2.23293109060351e-12,"2","STAT1"
"ALDOA",1.28036847752136e-15,0.544609591020062,0.161,0.232,2.56713879743034e-12,"2","ALDOA"
"MYO1F1",1.95939269969597e-15,0.364572326959681,0.183,0.257,3.92858236289042e-12,"2","MYO1F"
"ATP6V1B2",1.83535600867363e-14,0.553707556923418,0.072,0.112,3.67988879739063e-11,"2","ATP6V1B2"
"MCL1",2.24834177075699e-14,0.394458975708635,0.223,0.307,4.50792525036777e-11,"2","MCL1"
"TNFAIP31",9.66011407765184e-14,0.249245328360271,0.137,0.193,1.93685287256919e-10,"2","TNFAIP3"
"KCTD12",1.69589242423089e-13,1.51956871712668,0.112,0.086,3.40026431058293e-10,"2","KCTD12"
"WDFY4",1.90132647228739e-13,0.259809145475751,0.075,0.113,3.81215957693622e-10,"2","WDFY4"
"S100A4",4.74231415776129e-13,0.95101556293968,0.251,0.231,9.50833988631139e-10,"2","S100A4"
"MS4A6A",6.17881373084383e-13,1.47688588129833,0.108,0.082,1.23885215303419e-09,"2","MS4A6A"
"CECR1",2.91842863103092e-12,0.62374502216273,0.106,0.153,5.85144940521699e-09,"2","CECR1"
"ZFP36",5.33472511898787e-12,0.563592223679934,0.099,0.143,1.06961238635707e-08,"2","ZFP36"
"LST1",8.26919567451432e-12,1.41440703255738,0.119,0.095,1.65797373274012e-08,"2","LST1"
"IL17RA",1.95739961030132e-11,0.692469001009784,0.107,0.152,3.92458621865415e-08,"2","IL17RA"
"SOD2",3.34477901233476e-11,0.297518092596678,0.127,0.176,6.70628191973119e-08,"2","SOD2"
"GPX1",3.37163593699425e-11,1.07136963216142,0.167,0.144,6.76013005367346e-08,"2","GPX1"
"FAM49A",3.72086330421836e-11,0.553694526896469,0.077,0.113,7.46033092495782e-08,"2","FAM49A"
"SGK1",3.99711618354997e-11,0.287197542226867,0.099,0.139,8.01421794801769e-08,"2","SGK1"
"COTL1",5.58538552103191e-11,0.904019216151937,0.238,0.217,1.1198697969669e-07,"2","COTL1"
"ZFAND5",6.39609806353806e-11,0.670000276878557,0.12,0.168,1.28241766173938e-07,"2","ZFAND5"
"LTA4H",6.66725525404378e-11,0.683651763644528,0.085,0.123,1.33678467843578e-07,"2","LTA4H"
"SAT1",1.11466703072143e-10,0.839838882477027,0.212,0.19,2.23490739659647e-07,"2","SAT1"
"ANKRD30BL",1.88787823236387e-10,0.379117194101763,0.543,0.585,3.78519585588955e-07,"2","ANKRD30BL"
"RASSF2",2.05646949423828e-10,0.639537215093129,0.108,0.151,4.12322133594775e-07,"2","RASSF2"
"EFHD21",2.31788715874801e-10,0.330820921277844,0.183,0.241,4.64736375328977e-07,"2","EFHD2"
"PPP1R15A",2.71484833559708e-10,0.60141310179973,0.105,0.147,5.44327091287214e-07,"2","PPP1R15A"
"METTL9",3.80294827308241e-10,0.700486215676072,0.117,0.162,7.62491128753024e-07,"2","METTL9"
"KLF6",1.21943714308746e-09,0.228464470730149,0.268,0.341,2.44497147189036e-06,"2","KLF6"
"QKI",1.24168495304453e-09,0.50366439373284,0.168,0.224,2.48957833085427e-06,"2","QKI"
"LCP11",1.33032812307173e-09,0.377896228171536,0.517,0.523,2.66730788675881e-06,"2","LCP1"
"TCF7L21",1.73441743402415e-09,0.272574017276686,0.089,0.123,3.47750695521842e-06,"2","TCF7L2"
"CSF1R",4.63406036640124e-09,0.620828223988859,0.097,0.134,9.29129103463449e-06,"2","CSF1R"
"RP11-157I4.4",5.20750717990174e-09,0.596813902295485,0.102,0.141,1.0441051895703e-05,"2","RP11-157I4.4"
"GAS71",8.290441086875e-09,0.342653198279104,0.153,0.201,1.66223343791844e-05,"2","GAS7"
"CCDC88A",9.76161127906788e-09,0.62394597582698,0.094,0.13,1.95720306145311e-05,"2","CCDC88A"
"ARPC1B",1.12678004417721e-08,0.53349218929714,0.195,0.256,2.25919398857531e-05,"2","ARPC1B"
"JUN",1.70250033436318e-08,0.434173819529978,0.142,0.186,3.41351317039817e-05,"2","JUN"
"CASP1",4.07519248004265e-08,0.744634098163207,0.088,0.121,8.17076092248552e-05,"2","CASP1"
"PAK1",4.45676401412581e-08,0.600858716901533,0.098,0.133,8.93581184832225e-05,"2","PAK1"
"ACSL1",4.52727403344506e-08,1.03457696315633,0.134,0.115,9.07718443705735e-05,"2","ACSL1"
"GNS",8.12801613126691e-08,0.639427852024451,0.101,0.137,0.000162966723431902,"2","GNS"
"ITGAM",2.8042273845039e-07,0.495720631805245,0.129,0.168,0.000562247590593031,"2","ITGAM"
"PLEK1",3.33197557583294e-07,0.315267302733611,0.221,0.276,0.000668061102954504,"2","PLEK"
"TKT",3.86227169299269e-07,0.931251190394408,0.213,0.199,0.000774385474445034,"2","TKT"
"ATP6V0B",4.69203515416695e-07,0.859058254276047,0.084,0.114,0.000940753048410473,"2","ATP6V0B"
"DUSP1",6.32001376380683e-07,1.01173011592079,0.178,0.164,0.00126716275964327,"2","DUSP1"
"MYOF1",1.16083533284529e-06,0.421162008038435,0.083,0.109,0.0023274748423548,"2","MYOF"
"IFNGR1",1.3336802868736e-06,0.783909948641267,0.075,0.102,0.00267402897518156,"2","IFNGR1"
"CD36",1.55973038084989e-06,0.964082170110983,0.166,0.151,0.00312725941360403,"2","CD36"
"LILRB1",1.56122244030701e-06,0.701831513152092,0.082,0.11,0.00313025099281556,"2","LILRB1"
"ENO1",1.92140362134702e-06,0.526900207417617,0.231,0.296,0.00385241426080078,"2","ENO1"
"SULF2",1.99956940973741e-06,0.570115302627809,0.107,0.14,0.00400913666652351,"2","SULF2"
"SYK",4.35665246150671e-06,0.558805963033396,0.162,0.204,0.00873508818532096,"2","SYK"
"CTSH",1.02465585666748e-05,0.922765076939552,0.078,0.103,0.020544349926183,"2","CTSH"
"ANXA1",2.76956225205843e-05,0.771475489991903,0.257,0.256,0.0555297231537714,"2","ANXA1"
"DPYD",2.87341198444861e-05,0.385392122716077,0.286,0.357,0.0576119102881946,"2","DPYD"
"LGALS1",3.12882385957806e-05,1.16981885239623,0.145,0.134,0.0627329183845401,"2","LGALS1"
"HLA-DPB1",3.39855220873959e-05,0.497925171730874,0.16,0.198,0.0681409717852288,"2","HLA-DPB1"
"CPVL",4.32500495065712e-05,1.17343461083263,0.123,0.111,0.0867163492606753,"2","CPVL"
"TALDO1",4.69684407419147e-05,0.798044733814411,0.108,0.138,0.094171723687539,"2","TALDO1"
"C10orf54",5.76339274255326e-05,0.746777777469882,0.119,0.15,0.115556024488193,"2","C10orf54"
"H2AFY",0.000102126920887023,0.816308462854847,0.146,0.184,0.204764476378481,"2","H2AFY"
"CKAP4",0.00016574152219548,0.706041270577987,0.083,0.105,0.332311752001937,"2","CKAP4"
"MEGF9",0.00016681735443346,0.590203555066089,0.144,0.177,0.334468795639087,"2","MEGF9"
"PTAFR",0.000339648499291366,0.670298536785618,0.081,0.101,0.680995241079188,"2","PTAFR"
"CD631",0.00039761350977552,0.730415378322809,0.121,0.15,0.797215087099917,"2","CD63"
"LAPTM5",0.000399520668334802,0.391847058626299,0.314,0.384,0.801038940011278,"2","LAPTM5"
"SELL",0.000491604444869625,0.378363042696509,0.234,0.282,0.985666911963598,"2","SELL"
"ZEB21",0.000508405131884773,0.410226083821226,0.234,0.282,1,"2","ZEB2"
"SLC8A11",0.000595608695253257,0.536354535275296,0.14,0.169,1,"2","SLC8A1"
"FPR1",0.000770927396385402,0.865633061704127,0.114,0.103,1,"2","FPR1"
"CTSD",0.00109434013536738,0.724133677325015,0.107,0.131,1,"2","CTSD"
"ANXA2",0.00119642580314045,1.0251278922205,0.196,0.197,1,"2","ANXA2"
"IRAK3",0.00182639238647252,0.812826146020893,0.097,0.118,1,"2","IRAK3"
"ANXA5",0.00287833290461288,0.895099529096414,0.116,0.141,1,"2","ANXA5"
"SERPINB1",0.00298672612193796,0.745746994744111,0.138,0.166,1,"2","SERPINB1"
"TNFRSF1B",0.00536026434633221,0.669121955517722,0.195,0.234,1,"2","TNFRSF1B"
"WARS",0.00601442198736265,0.813174289913478,0.096,0.115,1,"2","WARS"
"RAB31",0.00831145635493914,0.644317437339349,0.137,0.161,1,"2","RAB31"
"PKM",0.00866869946954751,0.616856464902093,0.211,0.251,1,"2","PKM"
"TNFSF10",0.00917183183375344,0.912592578130777,0.097,0.116,1,"2","TNFSF10"
"IGHG1",0,3.48121889214646,0.694,0.079,0,"3","IGHG1"
"IGHM",0,3.21305475210554,0.692,0.13,0,"3","IGHM"
"IGLC3",0,2.77462062766546,0.706,0.157,0,"3","IGLC3"
"IGJ",0,2.90942180130788,0.535,0.063,0,"3","IGJ"
"IGHG4",0,3.09392265008857,0.499,0.051,0,"3","IGHG4"
"IGHG2",0,3.03562555906468,0.484,0.059,0,"3","IGHG2"
"IGLC2",0,3.02411113045001,0.485,0.061,0,"3","IGLC2"
"IGHG3",0,3.18413398206836,0.401,0.04,0,"3","IGHG3"
"IGHA1",0,2.6427001679182,0.357,0.051,0,"3","IGHA1"
"S100A81",0,0.273025060826579,0.552,0.261,0,"3","S100A8"
"HSP90B1",0,1.79061571633506,0.508,0.327,0,"3","HSP90B1"
"IGHA2",0,2.81896233214323,0.171,0.021,0,"3","IGHA2"
"IGHV3-30",0,4.32976795705686,0.155,0.007,0,"3","IGHV3-30"
"MZB1",0,2.95769893503595,0.17,0.03,0,"3","MZB1"
"DEFA1B",0,2.72529509620622,0.138,0.013,0,"3","DEFA1B"
"RNA28S52",0,0.556154736091324,0.998,0.991,0,"3","RNA28S5"
"IFI271",2.15761236605139e-303,1.33498559286808,0.279,0.1,4.32601279393303e-300,"3","IFI27"
"HFM11",1.13681320431133e-221,0.489623589075376,0.947,0.886,2.27931047464422e-218,"3","HFM1"
"LYZ1",2.11301909680482e-187,0.639286854274292,0.379,0.196,4.23660328909365e-184,"3","LYZ"
"PDE3A1",2.02045958091728e-164,0.54251888363034,0.844,0.8,4.05102145973914e-161,"3","PDE3A"
"LINC005361",4.86029622865345e-126,1.71465370545026,0.363,0.248,9.74489393845016e-123,"3","LINC00536"
"ITM2C",9.2985782236029e-101,2.23545183603174,0.108,0.042,1.86436493383238e-97,"3","ITM2C"
"XBP1",1.7959968732261e-93,1.88736859688511,0.227,0.137,3.60097373081834e-90,"3","XBP1"
"MT-RNR12",2.29066979236481e-55,0.346010587480339,0.843,0.805,4.59279293369145e-52,"3","MT-RNR1"
"AC124997.1",2.4305065429194e-53,1.73521655547029,0.106,0.054,4.8731656185534e-50,"3","AC124997.1"
"PDIA4",1.77514130769404e-52,1.76740283467415,0.174,0.112,3.55915832192654e-49,"3","PDIA4"
"HSPA5",4.08645206580506e-49,1.17402411821619,0.348,0.301,8.19333639193915e-46,"3","HSPA5"
"C61",4.90760100164211e-39,1.71313266757306,0.142,0.091,9.83974000829243e-36,"3","C6"
"PSME21",3.39758476920786e-35,0.21963215418625,0.093,0.174,6.81215746226176e-32,"3","PSME2"
"HIST1H4C",4.00380297064645e-34,1.78805817730747,0.151,0.104,8.02762495614612e-31,"3","HIST1H4C"
"EPRS",1.87403880230696e-31,0.224033095885366,0.092,0.166,3.75744779862545e-28,"3","EPRS"
"USO1",2.19787438141093e-31,0.263727682440612,0.073,0.14,4.40673813472891e-28,"3","USO1"
"CCT8",3.1529807316777e-31,0.3360427001456,0.064,0.128,6.32172636701378e-28,"3","CCT8"
"CALR",3.89776976414728e-31,1.45801933050547,0.225,0.183,7.81502837711529e-28,"3","CALR"
"OS91",4.93130829156662e-31,0.328825374171254,0.066,0.13,9.88727312459107e-28,"3","OS9"
"ATP5B1",5.1607599160101e-31,0.354134120564126,0.119,0.205,1.03473236316002e-27,"3","ATP5B"
"TPI11",1.28759192713946e-30,0.291684819016093,0.088,0.16,2.58162181391463e-27,"3","TPI1"
"CLTC1",1.03337478961966e-29,0.258875844713673,0.102,0.178,2.07191645318741e-26,"3","CLTC"
"SSR2",1.83967609045944e-28,0.332425377531031,0.089,0.158,3.68855056137117e-25,"3","SSR2"
"FAM46C",2.79803903430639e-28,1.50140311047618,0.117,0.077,5.61006826378432e-25,"3","FAM46C"
"ATP2A2",3.55016103651762e-26,0.212989152182397,0.083,0.147,7.11807287821782e-23,"3","ATP2A2"
"TMED91",3.74561421584774e-26,0.353062175544726,0.056,0.109,7.50995650277473e-23,"3","TMED9"
"ATP5A1",5.81756520390558e-26,0.345001794274578,0.123,0.203,1.16642182338307e-22,"3","ATP5A1"
"VCP1",4.65273394045156e-25,0.349563029322081,0.112,0.186,9.32873155060537e-22,"3","VCP"
"CHCHD2",5.14480054855179e-25,0.375812449488267,0.064,0.119,1.03153250998463e-21,"3","CHCHD2"
"TCP11",1.07716044252744e-24,0.363844131388579,0.053,0.103,2.15970668726752e-21,"3","TCP1"
"VOPP1",2.28726650000554e-24,0.249344682576219,0.118,0.19,4.58596933251112e-21,"3","VOPP1"
"UQCRH1",2.29394507422093e-24,0.41088752959892,0.087,0.15,4.59935987381296e-21,"3","UQCRH"
"PARP1",2.43840255469614e-24,0.333305825189399,0.093,0.157,4.88899712216577e-21,"3","PARP1"
"TMED101",3.68611685167685e-23,0.376046717493259,0.088,0.15,7.39066428761208e-20,"3","TMED10"
"CTSH1",4.30104205501563e-23,0.2250382282819,0.056,0.105,8.62358932030635e-20,"3","CTSH"
"HMGB21",7.2084208335482e-23,0.314455059482526,0.082,0.14,1.44528837712641e-19,"3","HMGB2"
"MX11",1.56653624089467e-21,1.09690233308665,0.197,0.159,3.14090516299381e-18,"3","MX1"
"HIST1H1E",7.03864913339324e-21,0.290517292465031,0.097,0.157,1.41124915124534e-17,"3","HIST1H1E"
"EIF4G1",1.47290305210529e-20,0.503572266150231,0.104,0.167,2.95317061947111e-17,"3","EIF4G1"
"CPEB41",4.49670721687069e-20,0.238575428102783,0.059,0.104,9.01589796982574e-17,"3","CPEB4"
"DAD1",1.51600729784625e-19,0.419822581710813,0.062,0.108,3.03959463218174e-16,"3","DAD1"
"IDH21",3.95295506842816e-19,0.411713572768144,0.059,0.103,7.92567491219846e-16,"3","IDH2"
"IARS",4.64976591868398e-19,0.284674713304446,0.068,0.115,9.32278066696138e-16,"3","IARS"
"LDHA1",4.59428345945393e-18,0.468938321774115,0.128,0.195,9.21153833620512e-15,"3","LDHA"
"LAP3",5.54477736882567e-18,0.393044516870941,0.058,0.1,1.11172786244955e-14,"3","LAP3"
"TMED22",6.74688087101257e-18,0.431333421931751,0.059,0.102,1.35274961463802e-14,"3","TMED2"
"SEC14L11",1.75984263096503e-17,0.316751751081972,0.105,0.161,3.52848447508488e-14,"3","SEC14L1"
"COX7A21",2.51083587894993e-17,0.616271251854541,0.086,0.138,5.03422593729462e-14,"3","COX7A2"
"COL4A3BP1",8.44867639068698e-17,0.815303878658742,0.13,0.195,1.69395961633274e-13,"3","COL4A3BP"
"SGK11",1.5466509194306e-16,0.315238086419257,0.09,0.14,3.10103509345836e-13,"3","SGK1"
"PKM1",4.33401707663195e-16,0.256011630646968,0.178,0.254,8.68970423864707e-13,"3","PKM"
"SEC11C",1.19745976936545e-15,1.58904722554877,0.104,0.076,2.40090683757774e-12,"3","SEC11C"
"MRPS222",1.54332257141739e-15,1.37722559856246,0.246,0.227,3.09436175569187e-12,"3","MRPS22"
"CDK61",9.86508870519406e-15,0.248449495241688,0.113,0.166,1.97795028539141e-11,"3","CDK6"
"TPD521",1.41037876382168e-14,0.214780062948224,0.089,0.134,2.82780942146247e-11,"3","TPD52"
"WARS1",2.67870911888765e-14,0.298073076475589,0.075,0.117,5.37081178336974e-11,"3","WARS"
"NOMO11",3.76560790954573e-14,0.493274933279073,0.078,0.121,7.5500438586392e-11,"3","NOMO1"
"ISG201",3.94206932081717e-14,0.411830437635832,0.09,0.137,7.90384898823843e-11,"3","ISG20"
"CKAP41",4.52928414393462e-14,0.422311094435995,0.067,0.107,9.08121470858891e-11,"3","CKAP4"
"H2AFZ",5.68501832200945e-14,0.646098661712332,0.071,0.112,1.13984617356289e-10,"3","H2AFZ"
"ELL2",7.80419025282444e-14,1.28390689558849,0.126,0.099,1.5647401456913e-10,"3","ELL2"
"WHSC1",6.32560576931886e-13,0.34873367294131,0.082,0.123,1.26828395674843e-09,"3","WHSC1"
"HM13",1.44034160742087e-12,0.512681070959119,0.069,0.106,2.88788492287884e-09,"3","HM13"
"UBE2J1",2.8399231915687e-12,1.33275614707641,0.179,0.158,5.69404599909524e-09,"3","UBE2J1"
"WDFY41",3.68993352465397e-12,0.23980285988059,0.076,0.113,7.39831671693122e-09,"3","WDFY4"
"SIL11",1.43239027358734e-11,0.201544005124386,0.105,0.149,2.87194249854261e-08,"3","SIL1"
"TMC11",3.24296939538577e-11,0.295055917381009,0.077,0.112,6.50215363774848e-08,"3","TMC1"
"LGALS11",5.57798144719233e-11,0.4928713563447,0.096,0.138,1.11838528016206e-07,"3","LGALS1"
"SEL1L",6.41733629377263e-11,0.704489791400014,0.081,0.119,1.28667592690141e-07,"3","SEL1L"
"CLYBL1",8.9244803837613e-11,0.200551569657488,0.109,0.151,1.78935831694414e-07,"3","CLYBL"
"ATP5G3",1.06991377352089e-10,0.748381583680798,0.072,0.107,2.14517711590939e-07,"3","ATP5G3"
"SSR1",1.44409951020307e-10,0.692220657748192,0.115,0.163,2.89541951795716e-07,"3","SSR1"
"FMNL21",1.60785198048679e-10,0.26403604445492,0.082,0.118,3.22374322087602e-07,"3","FMNL2"
"RAN1",1.70591173236133e-10,0.66580822608901,0.08,0.117,3.42035302338447e-07,"3","RAN"
"EDEM1",4.25940698296182e-10,0.629377464479674,0.086,0.124,8.54011100083844e-07,"3","EDEM1"
"ARHGAP101",8.82215353516348e-10,0.278921212914193,0.106,0.146,1.76884178380028e-06,"3","ARHGAP10"
"ANXA21",1.41275701659663e-09,0.417031501568609,0.148,0.201,2.83257781827624e-06,"3","ANXA2"
"PKHD11",1.81035210879863e-09,0.283557121462017,0.098,0.135,3.62975597814126e-06,"3","PKHD1"
"COPB2",2.25501295746294e-09,0.813140321058596,0.069,0.101,4.52130097971319e-06,"3","COPB2"
"CRIP11",2.44745097145642e-09,0.626782316576631,0.098,0.137,4.90713919777013e-06,"3","CRIP1"
"DYSF1",3.36153781753106e-09,0.290863460343873,0.092,0.128,6.73988332414978e-06,"3","DYSF"
"RP11-541P9.31",3.50757465650629e-09,0.20084968703082,0.089,0.123,7.03268718629512e-06,"3","RP11-541P9.3"
"RP11-554D15.11",1.20678468211464e-08,0.204136215487596,0.076,0.106,2.41960328763985e-05,"3","RP11-554D15.1"
"LINC006691",2.76955572098437e-08,0.252676778583097,0.117,0.156,5.55295922057366e-05,"3","LINC00669"
"RP11-8L2.11",2.81878911507144e-08,0.211489488517671,0.078,0.108,5.65167217571823e-05,"3","RP11-8L2.1"
"P4HB2",3.22319608666885e-08,0.667922656499509,0.107,0.146,6.46250815377104e-05,"3","P4HB"
"AL163953.31",3.31167958218256e-08,0.229441790759208,0.101,0.135,6.63991756227604e-05,"3","AL163953.3"
"CANX",4.18292127746578e-08,0.533980640962093,0.231,0.308,8.3867571613189e-05,"3","CANX"
"CACNA1A1",4.40099603013432e-08,0.232928279471513,0.173,0.225,8.82399704041932e-05,"3","CACNA1A"
"SPCS3",5.1060879608927e-08,0.795282226777223,0.116,0.158,0.000102377063615899,"3","SPCS3"
"FGF141",6.05991437171356e-08,0.219199057570842,0.092,0.124,0.000121501283152857,"3","FGF14"
"NEDD4L1",8.9356630208428e-08,0.222239041900551,0.098,0.131,0.000179160043567898,"3","NEDD4L"
"ZMAT41",9.85437502876333e-08,0.232996672871227,0.079,0.108,0.000197580219326705,"3","ZMAT4"
"RPN2",1.08127190792912e-07,0.680523639900178,0.126,0.169,0.000216795017539788,"3","RPN2"
"MALRD11",1.35119908849011e-07,0.226957320668314,0.111,0.146,0.000270915417242266,"3","MALRD1"
"AC005592.21",2.06688097252202e-07,0.227900500418019,0.089,0.118,0.000414409634990664,"3","AC005592.2"
"SASH11",2.30983747774128e-07,0.284097732522987,0.094,0.125,0.000463122414287127,"3","SASH1"
"CSMD21",2.35738047024843e-07,0.765499530947585,0.168,0.151,0.000472654784284809,"3","CSMD2"
"SGCD1",5.32290200671801e-07,0.247233322404605,0.162,0.207,0.00106724185234696,"3","SGCD"
"UNC791",5.8118468631827e-07,0.221384974982599,0.087,0.116,0.00116527529606813,"3","UNC79"
"PHACTR11",7.39318873098896e-07,0.286254126615499,0.122,0.158,0.00148233434056329,"3","PHACTR1"
